country,p,date,bet,stage
England,0.1639344262295082,2022-11-21,final,final
England,0.6042296072507554,2022-11-21,quarter,quarter
England,0.30303030303030304,2022-11-21,semi,semi
England,0.0851063829787234,2022-11-21,win,win
France,0.8733624454148472,2022-11-21,d,qualify
France,0.20833333333333334,2022-11-21,final,final
France,0.5952380952380952,2022-11-21,quarter,quarter
France,0.3773584905660377,2022-11-21,semi,semi
France,0.0975609756097561,2022-11-21,win,win
Germany,0.8403361344537815,2022-11-21,e,qualify
Germany,0.15873015873015872,2022-11-21,final,final
Germany,0.5235602094240838,2022-11-21,quarter,quarter
Germany,0.2797202797202797,2022-11-21,semi,semi
Germany,0.07547169811320754,2022-11-21,win,win
Ghana,0.0058823529411764705,2022-11-21,final,final
Ghana,0.23809523809523814,2022-11-21,h,qualify
Ghana,0.057971014492753624,2022-11-21,quarter,quarter
Ghana,0.019230769230769232,2022-11-21,semi,semi
Ghana,0.0013698630136986301,2022-11-21,win,win
Iran,0.24096385542168672,2022-11-21,b,qualify
Iran,0.005128205128205128,2022-11-21,final,final
Iran,0.05970149253731343,2022-11-21,quarter,quarter
Iran,0.024688310085174667,2022-11-21,semi,semi
Iran,0.0017094017094017094,2022-11-21,win,win
Japan,0.2298850574712644,2022-11-21,e,qualify
Japan,0.007142857142857143,2022-11-21,final,final
Japan,0.08333333333333333,2022-11-21,quarter,quarter
Japan,0.029411764705882353,2022-11-21,semi,semi
Japan,0.002,2022-11-21,win,win
Mexico,0.4926108374384236,2022-11-21,c,qualify
Mexico,0.017391304347826087,2022-11-21,final,final
Mexico,0.16666666666666666,2022-11-21,quarter,quarter
Mexico,0.0547945205479452,2022-11-21,semi,semi
Mexico,0.004878048780487805,2022-11-21,win,win
Morocco,0.3305785123966942,2022-11-21,f,qualify
Morocco,0.008333333333333333,2022-11-21,final,final
Morocco,0.09174311926605504,2022-11-21,quarter,quarter
Morocco,0.025,2022-11-21,semi,semi
Morocco,0.002352941176470588,2022-11-21,win,win
Netherlands,0.8658008658008659,2022-11-21,a,qualify
Netherlands,0.136986301369863,2022-11-21,final,final
Netherlands,0.5847953216374269,2022-11-21,quarter,quarter
Netherlands,0.2777777777777778,2022-11-21,semi,semi
Netherlands,0.06779661016949153,2022-11-21,win,win
Poland,0.49019607843137253,2022-11-21,c,qualify
Poland,0.014285714285714285,2022-11-21,final,final
Poland,0.15625,2022-11-21,quarter,quarter
Poland,0.05333333333333334,2022-11-21,semi,semi
Poland,0.003278688524590164,2022-11-21,win,win
Portugal,0.12820512820512822,2022-11-21,final,final
Portugal,0.8097165991902835,2022-11-21,h,qualify
Portugal,0.48309178743961345,2022-11-21,quarter,quarter
Portugal,0.25157232704402516,2022-11-21,semi,semi
Portugal,0.05970149253731343,2022-11-21,win,win
Qatar,0.037037037037037035,2022-11-21,a,qualify
Qatar,0.003703703703703704,2022-11-21,final,final
Qatar,0.013888888888888888,2022-11-21,quarter,quarter
Qatar,0.0022222222222222222,2022-11-21,semi,semi
Qatar,0.001,2022-11-21,win,win
Saudi Arabia,0.1234567901234568,2022-11-21,c,qualify
Saudi Arabia,0.0016129032258064516,2022-11-21,final,final
Saudi Arabia,0.041666666666666664,2022-11-21,quarter,quarter
Saudi Arabia,0.008333333333333333,2022-11-21,semi,semi
Saudi Arabia,0.001,2022-11-21,win,win
Senegal,0.4694835680751174,2022-11-21,a,qualify
Senegal,0.017391304347826087,2022-11-21,final,final
Senegal,0.19230769230769235,2022-11-21,quarter,quarter
Senegal,0.06896551724137931,2022-11-21,semi,semi
Senegal,0.005555555555555556,2022-11-21,win,win
Serbia,0.02564102564102564,2022-11-21,final,final
Serbia,0.4739336492890995,2022-11-21,g,qualify
Serbia,0.1869158878504673,2022-11-21,quarter,quarter
Serbia,0.08888888888888889,2022-11-21,semi,semi
Serbia,0.010256410256410256,2022-11-21,win,win
South Korea,0.004878048780487805,2022-11-21,final,final
South Korea,0.27586206896551724,2022-11-21,h,qualify
South Korea,0.06153846153846154,2022-11-21,quarter,quarter
South Korea,0.015384615384615385,2022-11-21,semi,semi
South Korea,0.0015037593984962407,2022-11-21,win,win
Spain,0.8547008547008548,2022-11-21,e,qualify
Spain,0.18181818181818182,2022-11-21,final,final
Spain,0.5602240896358543,2022-11-21,quarter,quarter
Spain,0.3252032520325203,2022-11-21,semi,semi
Spain,0.08163265306122448,2022-11-21,win,win
Switzerland,0.027777777777777776,2022-11-21,final,final
Switzerland,0.4694835680751174,2022-11-21,g,qualify
Switzerland,0.18867924528301885,2022-11-21,quarter,quarter
Switzerland,0.07272727272727272,2022-11-21,semi,semi
Switzerland,0.0064516129032258064,2022-11-21,win,win
Tunisia,0.20202020202020202,2022-11-21,d,qualify
Tunisia,0.002857142857142857,2022-11-21,final,final
Tunisia,0.058823529411764705,2022-11-21,quarter,quarter
Tunisia,0.011111111111111112,2022-11-21,semi,semi
Tunisia,0.001,2022-11-21,win,win
USA,0.48309178743961345,2022-11-21,b,qualify
USA,0.013793103448275862,2022-11-21,final,final
USA,0.17094017094017094,2022-11-21,quarter,quarter
USA,0.06349206349206349,2022-11-21,semi,semi
USA,0.004651162790697674,2022-11-21,win,win
Uruguay,0.05405405405405406,2022-11-21,final,final
Uruguay,0.684931506849315,2022-11-21,h,qualify
Uruguay,0.3007518796992481,2022-11-21,quarter,quarter
Uruguay,0.12658227848101264,2022-11-21,semi,semi
Uruguay,0.02127659574468085,2022-11-21,win,win
Wales,0.39840637450199207,2022-11-21,b,qualify
Wales,0.010810810810810811,2022-11-21,final,final
Wales,0.13157894736842105,2022-11-21,quarter,quarter
Wales,0.04,2022-11-21,semi,semi
Wales,0.003703703703703704,2022-11-21,win,win
Argentina,0.896860986547085,2022-11-22,c,qualify
Argentina,0.22727272727272727,2022-11-22,final,final
Argentina,0.5524861878453039,2022-11-22,quarter,quarter
Argentina,0.3921568627450981,2022-11-22,semi,semi
Argentina,0.12048192771084336,2022-11-22,win,win
Australia,0.1869158878504673,2022-11-22,d,qualify
Australia,0.004,2022-11-22,final,final
Australia,0.04878048780487805,2022-11-22,quarter,quarter
Australia,0.010256410256410256,2022-11-22,semi,semi
Australia,0.0024096385542168677,2022-11-22,win,win
Belgium,0.7936507936507936,2022-11-22,f,qualify
Belgium,0.10526315789473684,2022-11-22,final,final
Belgium,0.3861003861003861,2022-11-22,quarter,quarter
Belgium,0.2222222222222222,2022-11-22,semi,semi
Belgium,0.04081632653061224,2022-11-22,win,win
Brazil,0.32,2022-11-22,final,final
Brazil,0.9049773755656109,2022-11-22,g,qualify
Brazil,0.6993006993006994,2022-11-22,quarter,quarter
Brazil,0.5,2022-11-22,semi,semi
Brazil,0.2298850574712644,2022-11-22,win,win
Cameroon,0.0044444444444444444,2022-11-22,final,final
Cameroon,0.15384615384615385,2022-11-22,g,qualify
Cameroon,0.056338028169014086,2022-11-22,quarter,quarter
Cameroon,0.012903225806451613,2022-11-22,semi,semi
Cameroon,0.0013157894736842105,2022-11-22,win,win
Canada,0.23529411764705882,2022-11-22,f,qualify
Canada,0.005,2022-11-22,final,final
Canada,0.0625,2022-11-22,quarter,quarter
Canada,0.01904761904761905,2022-11-22,semi,semi
Canada,0.0012658227848101266,2022-11-22,win,win
Costa Rica,0.057971014492753624,2022-11-22,e,qualify
Costa Rica,0.0031746031746031746,2022-11-22,final,final
Costa Rica,0.023255813953488372,2022-11-22,quarter,quarter
Costa Rica,0.0028169014084507044,2022-11-22,semi,semi
Costa Rica,0.001,2022-11-22,win,win
Croatia,0.6289308176100629,2022-11-22,f,qualify
Croatia,0.04,2022-11-22,final,final
Croatia,0.24844720496894407,2022-11-22,quarter,quarter
Croatia,0.10638297872340426,2022-11-22,semi,semi
Croatia,0.012903225806451613,2022-11-22,win,win
Denmark,0.7352941176470588,2022-11-22,d,qualify
Denmark,0.08888888888888889,2022-11-22,final,final
Denmark,0.3496503496503497,2022-11-22,quarter,quarter
Denmark,0.1639344262295082,2022-11-22,semi,semi
Denmark,0.02702702702702703,2022-11-22,win,win
Ecuador,0.6389776357827476,2022-11-22,a,qualify
Ecuador,0.017699115044247787,2022-11-22,final,final
Ecuador,0.19047619047619047,2022-11-22,quarter,quarter
Ecuador,0.06349206349206349,2022-11-22,semi,semi
Ecuador,0.005128205128205128,2022-11-22,win,win
England,0.9523809523809523,2022-11-22,b,qualify
England,0.2127659574468085,2022-11-22,final,final
England,0.7042253521126761,2022-11-22,quarter,quarter
England,0.3861003861003861,2022-11-22,semi,semi
England,0.11764705882352941,2022-11-22,win,win
France,0.8733624454148472,2022-11-22,d,qualify
France,0.2040816326530612,2022-11-22,final,final
France,0.6369426751592356,2022-11-22,quarter,quarter
France,0.3787878787878788,2022-11-22,semi,semi
France,0.10101010101010101,2022-11-22,win,win
Germany,0.8298755186721991,2022-11-22,e,qualify
Germany,0.15151515151515152,2022-11-22,final,final
Germany,0.5076142131979695,2022-11-22,quarter,quarter
Germany,0.3389830508474576,2022-11-22,semi,semi
Germany,0.07272727272727272,2022-11-22,win,win
Ghana,0.005555555555555556,2022-11-22,final,final
Ghana,0.24390243902439027,2022-11-22,h,qualify
Ghana,0.058823529411764705,2022-11-22,quarter,quarter
Ghana,0.019230769230769232,2022-11-22,semi,semi
Ghana,0.0013333333333333333,2022-11-22,win,win
Iran,0.14084507042253522,2022-11-22,b,qualify
Iran,0.0017543859649122807,2022-11-22,final,final
Iran,0.027777777777777776,2022-11-22,quarter,quarter
Iran,0.004878048780487805,2022-11-22,semi,semi
Iran,0.001,2022-11-22,win,win
Japan,0.2325581395348837,2022-11-22,e,qualify
Japan,0.0064516129032258064,2022-11-22,final,final
Japan,0.08163265306122448,2022-11-22,quarter,quarter
Japan,0.030303030303030304,2022-11-22,semi,semi
Japan,0.002,2022-11-22,win,win
Mexico,0.4926108374384236,2022-11-22,c,qualify
Mexico,0.03333333333333333,2022-11-22,final,final
Mexico,0.15873015873015872,2022-11-22,quarter,quarter
Mexico,0.05194805194805195,2022-11-22,semi,semi
Mexico,0.004878048780487805,2022-11-22,win,win
Morocco,0.338409475465313,2022-11-22,f,qualify
Morocco,0.007692307692307693,2022-11-22,final,final
Morocco,0.08064516129032258,2022-11-22,quarter,quarter
Morocco,0.03508771929824561,2022-11-22,semi,semi
Morocco,0.0022727272727272726,2022-11-22,win,win
Netherlands,0.9615384615384615,2022-11-22,a,qualify
Netherlands,0.14084507042253522,2022-11-22,final,final
Netherlands,0.5988023952095809,2022-11-22,quarter,quarter
Netherlands,0.2962962962962963,2022-11-22,semi,semi
Netherlands,0.06451612903225806,2022-11-22,win,win
Poland,0.49019607843137253,2022-11-22,c,qualify
Poland,0.018018018018018018,2022-11-22,final,final
Poland,0.2638522427440633,2022-11-22,quarter,quarter
Poland,0.10804970286331712,2022-11-22,semi,semi
Poland,0.003278688524590164,2022-11-22,win,win
Portugal,0.12987012987012989,2022-11-22,final,final
Portugal,0.7968127490039841,2022-11-22,h,qualify
Portugal,0.47846889952153115,2022-11-22,quarter,quarter
Portugal,0.24390243902439027,2022-11-22,semi,semi
Portugal,0.05970149253731343,2022-11-22,win,win
Qatar,0.03389830508474576,2022-11-22,a,qualify
Qatar,0.003703703703703704,2022-11-22,final,final
Qatar,0.01818181818181818,2022-11-22,quarter,quarter
Qatar,0.0018181818181818182,2022-11-22,semi,semi
Qatar,0.001,2022-11-22,win,win
Saudi Arabia,0.1234567901234568,2022-11-22,c,qualify
Saudi Arabia,0.015384615384615385,2022-11-22,final,final
Saudi Arabia,0.16666666666666666,2022-11-22,quarter,quarter
Saudi Arabia,0.06666666666666667,2022-11-22,semi,semi
Saudi Arabia,0.0022988505747126436,2022-11-22,win,win
Senegal,0.3623188405797102,2022-11-22,a,qualify
Senegal,0.013333333333333334,2022-11-22,final,final
Senegal,0.125,2022-11-22,quarter,quarter
Senegal,0.046511627906976744,2022-11-22,semi,semi
Senegal,0.0037735849056603774,2022-11-22,win,win
Serbia,0.024390243902439025,2022-11-22,final,final
Serbia,0.4739336492890995,2022-11-22,g,qualify
Serbia,0.1869158878504673,2022-11-22,quarter,quarter
Serbia,0.09090909090909091,2022-11-22,semi,semi
Serbia,0.008695652173913044,2022-11-22,win,win
South Korea,0.003703703703703704,2022-11-22,final,final
South Korea,0.272108843537415,2022-11-22,h,qualify
South Korea,0.06060606060606061,2022-11-22,quarter,quarter
South Korea,0.015384615384615385,2022-11-22,semi,semi
South Korea,0.0014492753623188406,2022-11-22,win,win
Spain,0.8547008547008548,2022-11-22,e,qualify
Spain,0.17699115044247787,2022-11-22,final,final
Spain,0.56657223796034,2022-11-22,quarter,quarter
Spain,0.3327787021630616,2022-11-22,semi,semi
Spain,0.08163265306122448,2022-11-22,win,win
Switzerland,0.018691588785046728,2022-11-22,final,final
Switzerland,0.4739336492890995,2022-11-22,g,qualify
Switzerland,0.20202020202020204,2022-11-22,quarter,quarter
Switzerland,0.07142857142857142,2022-11-22,semi,semi
Switzerland,0.006896551724137931,2022-11-22,win,win
Tunisia,0.2,2022-11-22,d,qualify
Tunisia,0.0037664074122897876,2022-11-22,final,final
Tunisia,0.05970149253731343,2022-11-22,quarter,quarter
Tunisia,0.011111111111111112,2022-11-22,semi,semi
Tunisia,0.001,2022-11-22,win,win
USA,0.49504950495049505,2022-11-22,b,qualify
USA,0.0125,2022-11-22,final,final
USA,0.18181818181818182,2022-11-22,quarter,quarter
USA,0.06060606060606061,2022-11-22,semi,semi
USA,0.0036363636363636364,2022-11-22,win,win
Uruguay,0.0547945205479452,2022-11-22,final,final
Uruguay,0.6872852233676976,2022-11-22,h,qualify
Uruguay,0.30303030303030304,2022-11-22,quarter,quarter
Uruguay,0.14598540145985403,2022-11-22,semi,semi
Uruguay,0.022222222222222223,2022-11-22,win,win
Wales,0.4184100418410042,2022-11-22,b,qualify
Wales,0.010256410256410256,2022-11-22,final,final
Wales,0.15267175572519082,2022-11-22,quarter,quarter
Wales,0.03278688524590164,2022-11-22,semi,semi
Wales,0.0024691358024691358,2022-11-22,win,win
Argentina,0.6329113924050632,2022-11-23,c,qualify
Argentina,0.15503875968992248,2022-11-23,final,final
Argentina,0.4273504273504274,2022-11-23,quarter,quarter
Argentina,0.3007518796992481,2022-11-23,semi,semi
Argentina,0.10101010101010101,2022-11-23,win,win
Australia,0.14084507042253522,2022-11-23,d,qualify
Australia,0.002631578947368421,2022-11-23,final,final
Australia,0.05,2022-11-23,quarter,quarter
Australia,0.014492753623188406,2022-11-23,semi,semi
Australia,0.0011627906976744186,2022-11-23,win,win
Belgium,0.7905138339920947,2022-11-23,f,qualify
Belgium,0.09523809523809523,2022-11-23,final,final
Belgium,0.4065040650406504,2022-11-23,quarter,quarter
Belgium,0.21052631578947367,2022-11-23,semi,semi
Belgium,0.0425531914893617,2022-11-23,win,win
Brazil,0.32258064516129037,2022-11-23,final,final
Brazil,0.9049773755656109,2022-11-23,g,qualify
Brazil,0.7017543859649124,2022-11-23,quarter,quarter
Brazil,0.49140049140049136,2022-11-23,semi,semi
Brazil,0.2298850574712644,2022-11-23,win,win
Cameroon,0.005128205128205128,2022-11-23,final,final
Cameroon,0.15873015873015872,2022-11-23,g,qualify
Cameroon,0.0547945205479452,2022-11-23,quarter,quarter
Cameroon,0.017543859649122806,2022-11-23,semi,semi
Cameroon,0.0014388489208633094,2022-11-23,win,win
Canada,0.24242424242424243,2022-11-23,f,qualify
Canada,0.005128205128205128,2022-11-23,final,final
Canada,0.06153846153846154,2022-11-23,quarter,quarter
Canada,0.02531645569620253,2022-11-23,semi,semi
Canada,0.0013422818791946308,2022-11-23,win,win
Costa Rica,0.0625,2022-11-23,e,qualify
Costa Rica,0.0033333333333333335,2022-11-23,final,final
Costa Rica,0.028169014084507043,2022-11-23,quarter,quarter
Costa Rica,0.00392156862745098,2022-11-23,semi,semi
Costa Rica,0.001,2022-11-23,win,win
Croatia,0.6211180124223602,2022-11-23,f,qualify
Croatia,0.04,2022-11-23,final,final
Croatia,0.24844720496894407,2022-11-23,quarter,quarter
Croatia,0.10309278350515465,2022-11-23,semi,semi
Croatia,0.012903225806451613,2022-11-23,win,win
Denmark,0.6451612903225806,2022-11-23,d,qualify
Denmark,0.06557377049180328,2022-11-23,final,final
Denmark,0.31746031746031744,2022-11-23,quarter,quarter
Denmark,0.15384615384615385,2022-11-23,semi,semi
Denmark,0.01904761904761905,2022-11-23,win,win
Ecuador,0.6451612903225806,2022-11-23,a,qualify
Ecuador,0.024390243902439025,2022-11-23,final,final
Ecuador,0.21978021978021978,2022-11-23,quarter,quarter
Ecuador,0.06557377049180328,2022-11-23,semi,semi
Ecuador,0.005405405405405406,2022-11-23,win,win
England,0.9569377990430623,2022-11-23,b,qualify
England,0.20202020202020202,2022-11-23,final,final
England,0.6872852233676976,2022-11-23,quarter,quarter
England,0.37453183520599254,2022-11-23,semi,semi
